mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
4,18,0,AA,1734,SFO,1464,0.67,190,-3
8,26,5,UA,446,ORD,599,16.08,115,2
7,13,3,OH,5463,JFK,184,12.58,70,25
0,21,1,AA,701,LGA,1389,6,240,-13
2,11,2,AA,1306,SFO,1464,6.92,210,9
7,5,2,UA,685,ORD,334,18.08,91,NA
4,24,6,OO,6485,ORD,438,18.5,97,35
4,15,4,AA,1693,ORD,1745,20.67,260,49
5,15,0,UA,29,JFK,2475,18.98,384,65
6,31,4,AA,566,SFO,1464,19.17,200,-5
8,6,6,OH,6265,JFK,760,21.5,162,84
8,18,4,WN,1283,SMF,479,8.42,85,-9
1,5,2,AA,731,LGA,1389,11.25,250,169
5,28,6,UA,730,ORD,622,18.2,114,76
4,23,5,UA,950,ORD,589,13.17,116,-8
8,2,2,OO,6274,ORD,738,16.17,137,31
0,1,2,AA,1025,ORD,403,15.5,90,25
11,1,1,OO,5449,SMF,86,17.02,47,140
7,10,0,OH,5042,JFK,145,12.58,72,8
3,20,0,UA,884,ORD,678,17.92,128,57
3,21,1,AA,613,JFK,1090,18.83,190,38
3,12,6,UA,378,ORD,783,20.92,124,46
4,24,6,WN,2754,SJC,386,9.17,85,16
8,8,1,AA,254,OGG,2486,14.33,315,16
2,18,2,OO,6123,ORD,286,13.17,76,24
2,30,0,US,2126,LGA,185,12,70,-7
0,15,2,UA,121,ORD,1745,15.08,268,5
6,7,1,AA,2470,ORD,647,20.92,110,35
1,14,4,OO,6250,ORD,286,21.33,83,24
11,25,4,OO,5475,SFO,250,13.42,81,55
4,22,4,B6,703,JFK,1597,15.25,241,-17
6,25,5,UA,684,ORD,733,14.08,135,NA
9,11,6,UA,1044,OGG,2338,22.97,290,15
11,20,6,AA,2090,SFO,1464,11,215,-5
10,18,2,UA,562,SFO,550,15.92,110,-27
0,15,2,WN,841,SFO,337,18.33,90,37
9,26,0,UA,941,ORD,1745,17.12,268,21
8,2,2,UA,720,SFO,967,13.67,150,-3
1,6,3,UA,532,ORD,867,10.83,131,NA
6,7,1,HA,515,OGG,100,23.08,34,-12
2,18,2,OO,6439,ORD,213,20.17,68,NA
4,29,4,OO,5824,ORD,763,9.1,123,10
7,1,5,WN,2686,SMF,373,13.5,85,36
11,5,5,WN,462,SJC,417,21.83,75,4
3,4,5,AA,1393,LGA,761,9.08,165,174
3,25,5,AA,20,SFO,2586,15.42,330,152
10,18,2,OH,6719,JFK,301,12.58,89,21
0,30,3,WN,2269,SMF,480,11,85,66
5,5,4,AA,1773,ORD,1118,19.25,170,112
0,31,4,AA,309,LGA,733,8.17,155,NA
3,28,1,AA,2377,LGA,761,6.5,140,41
2,31,1,UA,763,ORD,258,14.75,72,45
9,12,0,UA,1508,ORD,1005,10.7,156,28
8,20,6,OO,5863,ORD,137,16.83,50,59
0,17,4,OO,5872,ORD,438,15.97,99,186
5,12,4,AA,1411,ORD,334,21.83,80,118
11,30,2,UA,366,ORD,264,21.4,73,40
11,21,0,WN,2851,SMF,605,20.75,115,NA
2,20,4,AA,2337,ORD,802,15.75,155,-23
1,18,1,OO,5983,ORD,438,20.75,99,163
6,30,3,OH,5551,LGA,585,11.75,140,-13
2,5,3,UA,337,ORD,334,8.33,85,10
0,31,4,WN,2871,SMF,647,20.83,105,105
6,2,3,B6,91,JFK,2576,15.92,373,28
2,13,4,AA,1463,ORD,888,10.33,160,29
1,13,3,OO,5718,SFO,78,13.55,42,-7
2,21,5,UA,341,ORD,416,9.75,89,46
6,29,2,WN,2504,SJC,308,10.33,75,1
7,6,3,UA,168,SJC,948,14.07,143,59
1,26,2,UA,906,SFO,1846,10.75,251,131
7,31,0,OH,5619,JFK,213,18.67,101,37
5,14,6,B6,117,JFK,1182,7,190,-22
11,25,4,B6,1,JFK,1069,10.5,185,-15
0,28,1,AA,313,ORD,1726,11.58,260,169
4,12,1,US,52,JFK,2248,20.4,359,45
11,18,4,UA,885,ORD,1846,8.05,278,72
9,11,6,AA,485,ORD,585,20.5,110,-20
7,7,4,UA,554,ORD,783,16.92,129,4
4,27,2,AA,2303,ORD,802,6.67,140,41
8,11,4,UA,143,ORD,1846,11.42,281,-7
1,3,0,AA,1559,LGA,1097,17.08,190,82
7,15,5,UA,172,SFO,2704,8.4,344,40
2,14,5,OH,5263,LGA,292,15.75,107,46
2,9,0,UA,528,ORD,867,9.08,132,-12
11,20,6,OO,5945,SFO,326,17.58,72,18
6,31,4,UA,538,ORD,867,17.08,144,47
3,11,5,UA,344,SFO,550,10.92,102,33
0,28,1,OO,5499,SFO,250,7.33,79,227
3,27,0,UA,818,ORD,719,20.75,127,25
3,13,0,B6,31,JFK,944,12.83,173,26
1,23,6,OO,6510,SMF,373,17.72,86,22
4,30,5,UA,395,ORD,1723,17.75,259,42
10,20,4,AA,346,ORD,733,20,130,44
5,18,3,B6,739,JFK,1617,23.98,234,58
11,30,2,OH,6577,JFK,766,9.33,166,14
3,30,3,AA,1810,SJC,1476,8.25,205,-16
3,14,1,UA,886,SFO,337,13,87,37
9,29,3,OO,6085,ORD,122,6.5,49,-14
6,21,1,WN,1812,SJC,308,13.25,75,21
0,19,6,UA,820,SFO,679,12.83,123,68
1,22,5,B6,644,SFO,2586,12.42,325,68
11,3,3,UA,466,SFO,967,16.7,148,-3
4,8,4,UA,1161,ORD,1437,20.67,226,158
3,25,5,UA,315,LGA,1619,15.65,266,-10
11,21,0,UA,350,ORD,642,13.33,114,41
8,22,1,AA,1704,ORD,719,8.83,130,-16
0,26,6,AA,33,JFK,2475,7.5,380,17
7,18,1,AA,779,ORD,1723,10.33,240,-3
5,26,4,AA,1418,TUS,813,13.08,140,20
6,20,0,UA,334,ORD,296,18.75,72,NA
5,23,1,AA,613,JFK,1090,18.75,205,81
8,1,1,WN,1477,SMF,1790,12.5,235,-6
9,13,1,US,517,SMF,647,16.25,109,-2
7,23,6,HA,135,OGG,100,6.67,34,-4
7,13,3,UA,692,ORD,733,20.25,129,25
5,3,2,AA,1639,JFK,1597,19,245,21
3,3,4,B6,1315,JFK,228,22.08,90,96
9,29,3,UA,254,ORD,316,21.5,75,-23
3,22,2,AA,2057,ORD,2072,8,275,-7
9,18,6,UA,1508,ORD,1005,10.72,156,-20
9,9,4,UA,605,ORD,1739,9.87,266,14
9,8,3,OH,6359,JFK,760,21.48,174,-3
8,1,1,B6,1305,JFK,228,9,88,-29
3,11,5,AA,731,LGA,1389,11.33,230,145
1,19,2,WN,3227,TUS,365,18.08,75,-4
5,25,3,UA,1639,ORD,1440,20,220,96
2,19,3,AA,554,SFO,1846,16.58,245,78
8,6,6,WN,2446,SJC,386,15,85,-14
4,1,4,AA,24,SFO,2586,8.17,330,-5
1,13,3,B6,89,JFK,2430,20.08,387,-18
6,16,3,US,2114,LGA,185,6,64,-9
1,8,5,UA,156,ORD,235,15.75,79,59
0,23,3,OH,5639,JFK,340,16.22,125,-13
1,22,5,AA,751,LGA,1389,14.75,240,NA
10,3,1,B6,1053,JFK,340,15.33,115,24
5,29,0,OH,5179,LGA,431,9.75,122,23
10,7,5,AA,699,ORD,1745,19.08,270,-26
1,13,3,UA,152,SFO,1846,18,241,102
6,7,1,UA,793,ORD,334,12.03,86,70
7,27,3,AA,441,ORD,334,14.25,90,NA
1,7,4,OO,5986,ORD,585,19.92,122,-3
0,29,2,UA,628,ORD,612,20.75,101,260
11,24,3,UA,624,ORD,612,18.08,107,53
5,4,3,B6,606,JFK,274,17.58,100,54
0,16,3,UA,664,ORD,137,18.57,52,21
3,28,1,B6,1012,JFK,187,20.83,90,NA
11,1,1,OH,6731,JFK,425,13.98,109,22
7,1,5,AA,2331,ORD,802,14.33,140,-12
1,7,4,B6,611,JFK,829,8.25,163,44
10,20,4,OO,5792,SFO,462,15.33,116,29
2,10,1,AA,731,LGA,1389,11.25,250,23
11,15,1,HA,40,OGG,2562,16.08,310,27
0,31,4,UA,734,ORD,412,13.67,83,84
4,14,3,AA,1059,ORD,606,14.92,120,16
5,17,2,WN,514,SJC,308,11.92,75,-4
0,20,0,B6,11,JFK,1069,21.08,190,40
10,4,2,US,206,SMF,647,12.6,109,38
9,3,5,WN,1511,SFO,1855,7.17,245,-14
8,15,1,OH,6625,LGA,610,21.85,127,-13
9,27,1,OO,5944,ORD,557,15.55,113,-2
1,15,5,OO,5866,ORD,466,15.58,102,4
1,4,1,AA,2309,ORD,802,8.58,155,21
7,1,5,OO,5863,ORD,438,8.82,94,22
3,4,5,B6,115,JFK,1182,18.5,225,-14
4,16,5,AA,335,LGA,733,14.33,155,48
8,15,1,UA,207,ORD,1846,9,273,-11
2,9,0,B6,35,JFK,1028,20,195,69
4,12,1,AA,1396,SFO,1464,16.17,205,137
5,4,3,AA,325,ORD,258,9,65,-1
4,6,2,UA,121,ORD,1745,12.42,261,17
4,30,5,AA,1459,ORD,235,21.75,70,98
2,25,2,US,1801,LGA,544,18.92,130,-16
11,11,4,AA,15,JFK,2586,10.83,390,16
0,23,3,UA,1248,ORD,264,18.5,75,237
11,14,0,WN,2837,SFO,447,12.92,100,57
7,8,5,UA,1504,SFO,414,10.75,97,32
5,9,1,US,52,JFK,2248,20.48,351,27
5,4,3,OO,5450,SFO,77,15.12,42,31
9,27,1,AA,1358,ORD,867,21,135,75
3,10,4,OO,5452,SFO,77,19.42,42,0
7,26,2,B6,345,JFK,1041,8.42,182,-10
8,4,4,UA,689,LGA,733,17.08,159,70
8,21,0,OO,5445,SFO,191,13.92,67,135
8,2,2,WN,2227,SMF,479,16.17,85,-1
8,29,1,OH,6579,JFK,589,8,150,56
0,29,2,AA,1324,SFO,1846,6.75,254,75
4,19,1,B6,95,JFK,2576,18.08,391,24
4,11,0,OO,5703,SJC,234,16.92,67,116
7,13,3,OO,6060,ORD,179,17.82,64,28
1,1,5,AA,1323,JFK,740,8.67,170,96
0,20,0,OO,6571,ORD,466,10.67,102,NA
10,7,5,UA,299,SFO,326,8.83,77,-17
2,6,4,UA,502,ORD,837,20.45,146,17
1,10,0,OO,6356,SFO,599,21.25,104,-15
6,7,1,UA,1649,ORD,1515,6.42,221,-10
6,22,2,WN,1967,SMF,479,19.67,85,-16
1,15,5,B6,641,JFK,2586,8,390,-11
3,6,0,UA,528,ORD,867,9.5,136,82
3,11,5,AA,353,LGA,733,18.42,160,NA
10,18,2,AA,1904,ORD,1197,17.83,180,87
1,25,1,AA,1899,LGA,887,6,165,5
6,27,0,OH,5119,JFK,228,12.58,90,246
5,25,3,B6,1016,JFK,187,19.08,93,40
8,13,6,OO,6299,ORD,584,9.85,107,NA
11,1,1,WN,539,SFO,447,8.08,90,228
1,10,0,UA,1244,ORD,589,21.33,98,29
4,9,5,AA,655,JFK,1623,7.92,235,5
7,13,3,US,1435,LGA,544,13.08,116,10
0,23,3,US,2175,LGA,214,13,79,-19
3,1,2,AA,1021,ORD,1515,8.58,240,29
2,2,0,AA,360,ORD,733,16,135,73
0,1,2,AA,2093,LGA,1097,11.5,195,-11
3,23,3,OO,5923,ORD,84,6.77,45,7
1,10,0,OH,4989,JFK,209,20.92,100,48
0,29,2,OO,5447,SFO,158,9.83,62,-15
5,23,1,OO,6485,ORD,438,18.32,94,-11
7,1,5,HA,135,OGG,100,6.67,34,-6
1,8,5,OO,6752,ORD,607,6,101,3
5,25,3,US,514,SJC,386,13.83,84,5
6,13,0,B6,81,JFK,1069,13.98,182,15
2,16,0,UA,352,ORD,590,18.25,106,34
5,15,0,WN,2647,TUS,321,7,60,-6
5,19,4,B6,399,LGA,950,21.08,158,62
2,10,1,B6,177,JFK,2153,8.08,343,75
3,2,3,WN,327,SMF,479,16.33,85,0
0,14,1,OH,5046,JFK,508,20.08,157,19
3,3,4,WN,3776,SJC,296,9.92,60,NA
5,26,4,AA,749,LGA,1097,13.33,185,14
5,29,0,B6,79,JFK,944,21.33,187,157
8,23,2,AA,1797,LGA,1097,7.83,180,3
0,2,3,OH,5187,JFK,892,9.17,184,37
8,22,1,US,2165,LGA,214,8,67,NA
11,1,1,UA,112,ORD,137,13.5,64,15
8,27,6,AA,1559,LGA,1097,16.25,195,78
1,20,3,WN,729,SMF,480,20.75,85,-8
3,6,0,AA,459,ORD,1197,9.67,175,8
1,22,5,UA,1210,ORD,865,13.27,142,68
8,16,2,OO,6062,ORD,67,15.73,48,96
7,7,4,AA,1558,TUS,813,15.83,135,91
8,7,0,WN,1322,SMF,389,13.75,75,-4
9,13,1,B6,195,JFK,2248,18.5,369,-62
2,8,6,US,58,SMF,397,20.67,84,-18
11,19,5,UA,243,ORD,888,8.08,156,44
1,12,2,UA,1,ORD,4243,10.42,556,10
5,23,1,AA,2313,ORD,802,9.33,140,2
2,2,0,WN,890,SJC,417,21.42,75,-4
5,20,5,US,31,OGG,2845,22.67,346,25
1,11,1,OH,5033,LGA,722,8.98,161,130
11,11,4,WN,1345,TUS,367,7.58,75,-8
3,1,2,UA,9,JFK,2586,21,401,202
11,13,6,AA,1087,ORD,334,19.92,85,50
5,17,2,WN,2296,SMF,1790,7,235,-12
0,5,6,B6,937,ORD,1735,17.58,265,41
11,14,0,WN,2311,SFO,337,18.58,80,105
9,6,1,AA,1785,ORD,177,15.17,60,-6
6,21,1,OO,6059,ORD,738,10.85,132,83
3,28,1,OO,6439,ORD,213,20.78,62,122
6,26,6,WN,477,TUS,747,11,140,-33
3,23,3,UA,102,SFO,1846,11.73,251,-18
4,2,5,UA,156,ORD,235,15.83,79,19
0,23,3,UA,139,ORD,1846,9.75,277,35
4,6,2,OO,5963,ORD,130,13.17,54,-19
5,16,1,UA,392,ORD,594,18.67,109,23
1,22,5,AA,181,JFK,2475,17,379,112
2,31,1,UA,677,LGA,733,11,160,95
0,15,2,WN,1102,SJC,569,16.67,105,-4
1,12,2,AA,1872,ORD,1005,11.83,155,151
4,16,5,AA,319,ORD,258,13,65,32
4,12,1,HA,525,OGG,100,10.62,34,-2
8,6,6,AA,337,ORD,1739,18.08,265,154
2,30,0,UA,1220,SJC,948,7.15,167,-22
6,29,2,B6,1191,JFK,199,11,83,-28
5,10,2,OO,5888,ORD,109,14.92,56,-13
10,7,5,OH,6941,LGA,834,8.83,182,63
7,18,1,B6,125,JFK,1626,7.83,252,1
6,23,3,UA,155,ORD,1846,19.93,270,62
10,18,2,UA,515,ORD,1781,20.17,274,34
9,14,2,OO,6257,ORD,160,16.85,60,NA
11,21,0,UA,893,JFK,2586,8.2,412,21
7,25,1,AA,789,ORD,888,15.58,155,-1
11,16,2,AA,345,LGA,733,17.5,165,NA
7,2,6,UA,190,ORD,137,13.32,52,-3
0,25,5,OH,5639,JFK,340,16.22,125,2
0,17,4,OO,6140,SFO,363,22.25,80,30
0,4,5,WN,777,SFO,337,19.92,85,104
7,30,6,WN,2518,SMF,647,9.92,110,-9
4,15,4,AA,580,ORD,612,20.42,100,29
11,24,3,B6,857,JFK,1074,15.17,206,35
5,11,3,UA,658,ORD,719,18.42,154,5
5,22,0,OO,5922,ORD,475,19.83,96,39
6,22,2,OO,6418,SFO,599,19.28,107,-12
11,30,2,OO,6759,ORD,1013,17.17,180,-12
10,28,5,UA,1582,SFO,414,18.83,93,-6
2,4,2,B6,79,JFK,944,21.67,172,29
3,6,0,AA,329,LGA,733,12.83,160,-28
0,27,0,B6,916,ORD,740,16.08,141,26
8,26,5,WN,242,TUS,451,8.5,90,8
1,20,3,AA,321,LGA,733,11.75,164,-24
2,22,6,UA,1065,ORD,2116,8.42,284,31
0,9,3,UA,562,SFO,550,13.3,105,92
8,1,1,OH,6485,LGA,292,19.5,102,-7
6,15,2,B6,159,JFK,1626,12.5,250,10
8,1,1,UA,1575,ORD,1515,9.83,231,-9
5,22,0,AA,1268,SMF,1431,11.83,205,-4
6,3,4,B6,31,JFK,944,10.92,163,27
9,26,0,AA,14,OGG,2486,21.33,305,-24
11,3,3,OO,5751,SFO,315,12.5,89,52
2,26,3,B6,263,SMF,387,11.17,80,3
3,6,0,OO,5452,SFO,77,19.42,42,62
9,10,5,B6,22,JFK,209,22.58,83,-10
1,29,5,UA,38,SFO,447,6.08,87,7
9,27,1,UA,635,ORD,416,7.95,90,-16
5,5,4,UA,676,ORD,733,10.08,133,72
2,4,2,AA,681,ORD,1197,20.17,175,1
5,8,0,UA,515,ORD,1781,20.33,262,89
8,28,0,OO,4110,ORD,264,6,73,2
1,28,4,AA,341,LGA,733,16.48,170,NA
10,21,5,B6,851,JFK,1074,6.25,189,2
4,24,6,OO,6832,ORD,849,17.83,138,-11
11,18,4,B6,131,JFK,1074,7.33,195,29
0,22,2,OO,5655,SFO,86,9.27,43,18
6,7,1,UA,220,SFO,2419,16.13,307,26
8,29,1,AA,851,ORD,334,9.08,85,-10
11,20,6,OO,6567,ORD,911,20,156,149
7,11,1,B6,1085,JFK,541,16.92,136,118
3,4,5,OO,5492,SFO,77,17.22,42,90
4,1,4,UA,514,ORD,865,18.67,142,38
11,1,1,OO,5829,ORD,67,17.15,47,325
5,4,3,AA,1450,ORD,719,14.67,139,85
7,1,5,B6,81,JFK,1069,13.98,182,2
7,4,1,OO,3908,SFO,599,10.2,104,43
11,1,1,B6,209,JFK,2465,11.67,379,-7
8,6,6,UA,620,ORD,612,15.93,109,14
10,30,0,OH,6348,JFK,144,20.67,84,199
6,6,0,UA,807,SFO,337,20.23,97,70
3,18,5,B6,197,JFK,2248,8.92,363,-10
2,19,3,B6,99,JFK,2576,8.92,395,105
9,2,4,AA,1823,ORD,1144,9.42,170,15
10,5,3,WN,207,SMF,373,11.67,80,-6
9,28,2,WN,937,SFO,337,13.25,80,37
5,6,5,UA,257,ORD,1739,8.25,263,201
1,22,5,B6,15,JFK,1069,16.83,200,158
4,21,3,AA,1943,SFO,337,18.83,85,27
9,9,4,AA,254,OGG,2486,14.33,315,-21
2,12,3,UA,557,ORD,1162,9.78,190,-10
6,2,3,OO,5868,ORD,631,14.1,110,57
7,1,5,OO,4110,ORD,264,6.08,73,66
10,2,0,OO,6412,SFO,451,22.4,97,27
5,8,0,AA,867,ORD,888,21.08,145,246
1,13,3,OH,5594,LGA,544,18.17,144,NA
0,23,3,OO,5833,ORD,177,11.2,65,3
3,20,0,OO,6044,ORD,693,14.83,132,-14
1,26,2,UA,695,LGA,733,19.92,162,NA
5,9,1,B6,83,JFK,2421,20.58,380,34
6,8,2,B6,217,JFK,2465,18.25,374,58
6,1,2,UA,955,SFO,447,16.05,93,-13
0,10,4,AA,346,ORD,733,19.5,130,37
8,17,3,OH,6545,ORD,264,13.75,78,-8
8,8,1,OO,5563,SMF,86,8.63,46,88
6,12,6,OO,6620,ORD,286,20.35,83,50
8,26,5,WN,568,TUS,365,20.42,75,77
5,24,2,B6,4,JFK,301,9.58,93,-13
0,6,0,UA,1497,ORD,1440,17.75,232,40
7,5,2,UA,476,ORD,473,7.3,92,-12
2,17,1,WN,287,SMF,389,7.92,75,-4
5,3,2,UA,610,ORD,612,11,105,40
6,2,3,WN,2737,TUS,747,9.58,140,-22
1,21,4,OO,5438,SFO,199,10.42,65,123
5,20,5,AA,1513,ORD,888,18.67,160,88
1,13,3,WN,2269,SMF,480,11,85,-4
4,12,1,AA,731,LGA,1389,11.33,230,1
8,23,2,OO,6391,TUS,451,17.25,94,-16
7,23,6,OH,5458,JFK,199,8.67,98,28
0,4,5,OO,6336,SFO,192,8.07,57,NA
5,24,2,AA,406,ORD,647,10.33,115,37
0,25,5,B6,351,JFK,2465,6.58,373,16
11,21,0,UA,1582,SFO,414,19.4,93,75
3,17,4,AA,1165,JFK,1090,8.75,185,-20
3,15,2,OO,5449,SFO,86,16.33,42,-6
4,29,4,WN,2175,SMF,480,10.33,90,-8
5,2,1,AA,19,JFK,2475,11,345,16
3,10,4,AA,2491,ORD,978,21.58,155,NA
8,20,6,AA,1785,ORD,177,15.17,60,2
11,1,1,OO,5790,SFO,153,17.25,59,NA
4,20,2,UA,64,SFO,372,6.52,88,-4
6,18,5,AA,1194,SJC,1829,13.33,250,55
4,29,4,UA,959,ORD,888,20.08,153,16
2,28,5,AA,1972,ORD,647,16.58,110,-6
6,16,3,UA,553,ORD,334,13.32,85,4
4,17,6,US,1737,LGA,544,13.08,117,-20
11,5,5,UA,689,LGA,733,17.08,159,4
1,25,1,OO,5566,SFO,158,11.78,62,62
2,2,0,AA,1358,ORD,867,20.92,130,39
11,18,4,UA,687,LGA,733,16.08,159,10
0,22,2,UA,684,ORD,733,14,137,NA
0,15,2,UA,496,ORD,296,14.25,71,32
7,19,2,OH,5131,LGA,478,8.72,120,-8
8,1,1,AA,2099,ORD,1745,7.25,250,-8
2,25,2,OO,5490,SFO,262,20.75,76,19
8,8,1,UA,624,ORD,612,18.08,109,NA
11,1,1,US,5,ORD,678,18.75,126,271
0,28,1,OO,5967,ORD,1009,9.75,170,55
8,28,0,B6,225,SJC,324,15.08,73,18
2,19,3,OH,5189,JFK,892,18.58,201,NA
5,21,6,AA,257,JFK,2248,16.42,375,44
4,7,3,B6,102,JFK,301,7.92,89,-8
9,15,3,OO,6320,ORD,67,18,51,112
8,30,2,HA,165,OGG,100,13.23,34,-9
5,5,4,OO,6018,ORD,588,12.23,103,20
7,22,5,AA,1929,SFO,337,7.92,85,37
2,5,3,AA,1450,ORD,719,14.25,145,-9
0,31,4,UA,104,ORD,723,13.25,119,NA
4,25,0,UA,575,ORD,1721,15.22,260,-5
8,12,5,UA,690,ORD,733,17.08,136,86
9,31,5,B6,727,JFK,1576,23.98,228,-25
6,29,2,OO,6198,ORD,286,15.92,83,NA
7,29,5,B6,38,JFK,264,13.58,77,78
9,7,2,UA,346,ORD,473,21.42,94,17
9,28,2,WN,163,SFO,447,11,85,3
9,26,0,US,2138,LGA,185,18,74,-24
6,21,1,AA,150,SFO,2704,23.25,330,78
9,1,3,B6,115,JFK,1182,20.08,215,95
7,7,4,OO,6500,SJC,308,6,80,-9
10,21,5,US,1627,LGA,544,17,129,17
4,5,1,US,856,ORD,678,20.42,122,52
8,28,0,UA,434,ORD,235,8.05,72,43
11,27,6,UA,597,ORD,334,20.08,89,136
1,5,2,B6,904,ORD,740,9.17,130,-12
9,27,1,AA,2305,ORD,802,7.58,140,23
11,7,0,AA,454,ORD,647,13.58,105,24
2,31,1,B6,615,JFK,829,13.75,152,1
3,15,2,OH,5436,LGA,834,16.17,168,7
3,28,1,AA,1217,JFK,740,17.33,165,131
3,12,6,OO,6042,ORD,585,20.25,121,22
6,17,4,OH,5519,LGA,585,7.75,131,19
4,16,5,AA,1024,SJC,1476,12.08,200,19
5,11,3,AA,1341,ORD,1846,7.5,265,30
10,19,3,OO,5954,ORD,323,8.02,77,-19
5,1,0,WN,2057,SFO,651,7.42,120,-22
10,7,5,OO,5522,SFO,238,8.42,73,3
7,20,3,WN,891,SJC,296,20.83,60,29
6,19,6,AA,2073,ORD,2072,13.92,285,22
3,11,5,UA,610,ORD,612,11.08,103,69
6,6,0,OO,5446,SFO,191,10.4,70,31
10,6,4,OO,6220,ORD,1437,20.03,230,78
0,14,1,OO,6412,SFO,451,22.42,93,-10
5,30,1,HA,545,OGG,100,17.92,34,3
2,29,6,US,58,SMF,397,20.67,84,-11
5,15,0,UA,330,ORD,678,19.67,128,253
0,25,5,OO,5862,ORD,607,13.17,104,-4
11,1,1,OH,6673,JFK,213,13,85,20
7,22,5,UA,914,SFO,2419,7.8,307,-26
6,12,6,US,1881,ORD,599,17.75,115,111
8,30,2,US,544,SJC,621,9.08,112,74
6,17,4,OO,6350,SFO,363,11.88,82,-4
1,22,5,UA,472,ORD,528,13.63,100,22
9,4,6,US,165,SJC,386,10.03,85,-16
3,3,4,AA,1513,ORD,888,18.83,160,31
1,16,6,UA,565,ORD,1249,20.25,218,70
9,21,2,AA,1286,TUS,813,13.25,130,36
0,21,1,AA,2331,ORD,1652,18.08,255,159
1,25,1,UA,174,ORD,642,18.1,114,NA
8,4,4,OH,6464,JFK,184,16.17,90,-9
7,11,1,AA,392,ORD,733,7.5,125,NA
11,15,1,B6,36,JFK,264,20.98,100,28
0,18,5,UA,877,JFK,2586,7.33,396,18
4,25,0,AA,1425,ORD,1726,9.5,255,NA
4,18,0,OH,5678,LGA,834,20.75,161,78
5,8,0,AA,1600,ORD,235,14.58,75,NA
11,22,1,OH,6439,ORD,264,12.08,78,37
9,3,5,OH,6619,LGA,647,14.58,142,35
10,26,3,AA,1228,TUS,1437,13.25,210,-28
4,30,5,UA,477,ORD,1739,11.92,259,19
4,29,4,AA,1403,ORD,585,15.42,115,-10
2,19,3,AA,21,JFK,2475,19,394,147
4,8,4,AA,179,JFK,2586,9.08,380,NA
9,6,1,WN,166,SMF,647,11.33,110,-1
3,30,3,UA,6,SFO,2586,8.08,334,-28
5,18,3,WN,1242,SMF,480,19.42,85,-7
9,14,2,UA,596,ORD,316,7.68,75,-16
3,30,3,UA,888,SFO,337,11.25,86,18
2,24,1,WN,507,SMF,373,20,85,-13
11,7,0,OO,5741,SFO,78,11,53,48
6,21,1,AA,309,ORD,1440,10,220,0
0,31,4,WN,1581,SJC,417,8.33,75,22
3,16,3,AA,756,ORD,403,8.08,85,28
3,12,6,UA,6,SFO,2586,8.08,334,11
4,6,2,B6,608,JFK,274,22.5,89,-23
5,30,1,UA,1673,ORD,1186,9.92,194,179
1,26,2,UA,562,SFO,550,14.13,105,40
2,25,2,OH,5139,LGA,292,8.42,95,20
6,27,0,B6,1196,JFK,199,18.67,102,NA
6,13,0,US,1499,LGA,544,18.92,126,103
5,19,4,UA,646,ORD,719,13.17,151,NA
0,30,3,OO,6259,ORD,130,8,56,10
9,15,3,OO,5981,ORD,557,21.17,113,53
6,23,3,OO,6150,SFO,363,18.32,82,-11
11,26,5,WN,2369,SFO,1855,17.5,240,NA
3,28,1,B6,1087,JFK,541,21.75,127,NA
6,21,1,AA,350,ORD,733,18.08,140,-4
5,25,3,WN,464,SJC,342,12.67,75,-2
5,16,1,UA,730,ORD,622,18.1,116,72
9,27,1,AA,313,LGA,733,8.92,150,-4
0,14,1,OO,3910,SMF,532,9.92,100,21
0,21,1,UA,248,ORD,235,18.42,75,11
5,26,4,AA,1545,ORD,978,12.25,150,19
5,26,4,OO,6083,ORD,466,17.5,99,51
1,17,0,OO,5947,ORD,531,13.5,101,NA
10,7,5,UA,830,SFO,1846,10.93,253,13
4,11,0,OO,5449,SMF,86,17.5,47,-9
7,4,1,B6,206,SJC,324,8.92,75,12
4,11,0,AA,1442,ORD,612,16.67,110,97
5,21,6,AA,1210,ORD,867,12.33,135,-10
10,20,4,OH,6619,LGA,647,14.67,142,-16
0,9,3,OH,5196,LGA,461,8.75,119,-19
10,11,2,UA,628,ORD,612,21,104,-2
8,10,3,B6,177,JFK,2153,8.25,322,4
2,3,1,UA,695,LGA,733,19.92,162,37
7,11,1,WN,3059,SFO,447,20.92,85,49
11,27,6,UA,100,SFO,2419,11.63,302,16
1,2,6,B6,345,JFK,1041,10.25,196,-5
8,20,6,US,96,SMF,397,13.75,82,-18
7,13,3,WN,1655,TUS,321,17.67,65,-12
6,31,4,UA,1164,SFO,447,22.42,91,14
7,12,2,OH,5107,JFK,94,8.25,85,30
0,4,5,WN,824,SJC,342,20.67,75,20
0,22,2,UA,470,ORD,678,20.93,116,71
9,2,4,UA,341,ORD,416,9.83,90,-13
5,11,3,US,2144,LGA,185,21,72,27
4,5,1,UA,59,SFO,2367,8.92,323,-10
7,27,3,AA,1917,JFK,944,15.92,165,22
3,17,4,US,397,SMF,397,14,82,-11
2,13,4,B6,821,JFK,944,7,173,-1
6,8,2,AA,1217,ORD,1721,19.92,265,64
2,1,6,OO,5553,SFO,329,12.63,95,34
5,5,4,AA,1448,ORD,612,10.83,105,18
3,26,6,UA,1163,SFO,337,14.08,87,-16
7,6,3,UA,1498,ORD,1182,8.42,182,-9
7,2,6,OO,6172,ORD,67,13.93,49,-18
